Designator,Mid X,Mid Y,Rotation,Layer
J1,160.9852,-92.456,180.0,top
J2,148.7424,-79.756,0.0,top
J3,171.2468,-92.456,180.0,top
J5,160.9852,-97.2312,0.0,top
